715 347
410 924
270 160
563 585
607 695
531 207
417 29
671 261
371 679
504 118
609 172
400 712
965 926
24 843
706 339
574 162
710 936
512 328
971 42
280 948
542 102
670 70
517 503
485 810
522 991
195 338
117 231
310 955
45 306
161 654
204 197
533 449
240 998
793 26
214 519
168 961
831 356
169 138
619 215
997 52
628 450
228 158
396 499
974 736
528 236
408 699
421 977
245 265
478 545
828 259
33 667
437 300
564 387
856 851
445 30
378 976
587 355
580 49
932 925
326 577
157 912
213 152
578 302
321 76
615 999
313 40
904 91
883 206
767 69
697 393
233 707
149 721
342 605
319 600
704 763
402 414
890 992
275 513
595 219
366 842
351 770
868 297
927 520
913 498
507 211
968 854
581 258
800 22
700 940
97 303
466 864
547 626
75 780
480 979
921 46
205 902
891 237
525 753
848 159
550 682
745 553
877 909
476 277
914 72
741 104
34 268
719 827
145 349
885 286
730 882
404 865
801 83
98 174
747 802
648 569
190 782
143 363
154 931
783 614
975 120
139 584
993 470
618 440
511 656
546 989
422 460
571 365
185 659
874 742
908 484
616 613
93 418
323 650
61 807
177 126
809 942
653 73
334 255
63 282
257 765
248 144
276 755
853 703
680 57
332 107
227 111
496 720
251 898
468 262
941 279
21 92
327 10
108 945
985 813
89 591
805 508
209 651
436 343
901 788
44 772
875 77
220 523
311 340
641 178
47 116
37 769
7 263
918 272
722 862
333 884
14 962
678 527
537 960
419 354
561 764
442 382
202 557
416 639
734 986
50 163
432 645
337 543
923 555
465 186
689 674
596 487
0 649
399 13
852 113
51 454
383 943
551 779
471 86
43 60
617 171
458 360
217 886
325 288
208 125
685 746
647 285
12 570
392 225
105 62
68 193
368 897
9 844
601 362
840 972
48 869
374 935
538 375
189 995
271 235
431 284
87 472
296 99
301 23
101 457
934 322
588 424
490 473
808 210
307 658
539 84
312 702
315 119
289 467
608 175
459 575
582 621
933 510
820 771
17 635
452 726
634 858
429 398
453 824
335 915
489 25
505 516
224 250
324 739
952 748
603 493
146 567
644 900
320 103
114 350
830 963
127 238
191 795
677 871
192 708
709 832
246 893
151 131
134 599
833 789
304 2
729 369
501 226
492 222
15 953
79 673
112 728
352 791
836 11
486 66
792 509
713 593
148 406
446 372
922 1
411 846
373 494
18 794
425 959
254 688
911 744
502 31
253 110
194 662
376 377
758 412
558 137
78 241
847 82
109 860
413 816
717 8
455 135
859 797
857 663
230 773
36 141
380 623
55 433
781 775
147 620
701 987
625 19
385 345
273 133
958 905
829 96
910 123
462 583
636 221
821 85
444 751
16 384
881 638
790 94
691 549
675 939
752 559
565 732
718 598
841 318
624 317
642 179
973 142
182 176
657 291
67 784
946 937
389 716
344 443
294 534
878 839
212 56
766 479
130 668
420 756
652 969
837 514
166 264
281 5
967 243
167 928
287 58
122 754
990 477
526 461
39 451
916 28
90 199
632 966
970 917
180 803
698 640
899 196
723 568
464 298
500 887
198 390
346 136
818 357
290 71
200 929
74 633
379 164
529 474
428 124
229 740
731 996
690 232
687 984
530 524
586 867
743 903
665 980
655 834
750 395
686 683
556 863
115 536
435 308
823 403
234 405
983 292
947 183
309 822
861 353
249 811
336 386
880 920
361 738
283 814
341 295
495 907
796 359
38 540
216 64
777 956
951 879
733 121
776 988
348 560
725 256
407 949
427 666
982 684
100 397
329 629
483 957
518 627
938 35
434 441
181 612
762 944
59 637
866 515
252 757
170 661
630 727
786 430
602 604
506 552
681 401
610 554
65 223
244 631
714 535
660 669
165 798
469 423
482 894
888 532
812 817
260 954
274 488
316 778
299 153
358 873
409 456
787 438
978 184
80 579
128 950
481 705
4 589
576 247
541 906
415 391
892 806
156 573
826 696
838 305
548 314
672 676
463 855
759 188
774 646
6 370
394 239
448 849
876 140
819 643
870 203
919 173
692 447
3 497
622 132
388 981
566 768
54 293
331 269
521 27
804 889
95 242
150 426
53 872
20 761
187 439
606 994
41 597
664 129
32 749
785 895
711 694
81 88
562 799
825 330
155 724
815 364
964 592
930 218
572 590
896 106
266 475
835 737
594 544
735 201
693 760
850 267
381 491
278 611
845 367
